【73V32】中学校学習指導要領（平成20年告示：平成27年一部改正）コード表　Ver 3.2,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
国語,205,(ｲ) 学年別漢字配当表に示されている漢字について，文や文章の中で使い慣れること。,7310233413200000
国語,206,(2) 書写に関する次の事項について指導する。,7310233420000000
国語,207,ア  身の回りの多様な文字に関心をもち，効果的に文字を書くこと。,7310233421000000
国語,208,第３　指導計画の作成と内容の取扱い,7310300000000000
国語,209,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,7310300100000000
国語,210,(1) 第２の各学年の内容の指導については，必要に応じて当該学年の前後の学年で取り上げることもできること。,7310300110000000
国語,211,(2) 第２の各学年の内容の「Ａ話すこと・聞くこと」，「Ｂ書くこと」，「Ｃ読むこと」及び〔伝統的な言語文化と国語の特質に関する事項〕について相互に密接な関連を図り，効果的に指導すること。その際，学校図書館などを計画的に利用しその機能の活用を図るようにすること。また，生徒が情報機器を活用する機会を設けるなどして，指導の効果を高めるよう工夫すること。,7310300120000000
国語,212,(3) 第２の各学年の内容の「Ａ話すこと・聞くこと」の指導に配当する授業時数は，第１学年及び第２学年では年間15～25単位時間程度，第３学年では年間10～20単位時間程度とすること。また，音声言語のための教材を積極的に活用するなどして，指導の効果を高めるよう工夫すること。,7310300130000000
国語,213,(4) 第２の各学年の内容の「Ｂ書くこと」の指導に配当する授業時数は，第１学年及び第２学年では年間30～40単位時間程度，第３学年では年間20～30単位時間程度とすること。,7310300140000000
国語,214,(5) 第２の各学年の内容の「Ｃ読むこと」に関する指導については，様々な文章を読んで，自分の表現に役立てられるようにすること。,7310300150000000
国語,215,(6) 第１章総則の第１の２に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，国語科の特質に応じて適切な指導をすること。,7310300160000001
国語,216,２　第２の各学年の内容の〔伝統的な言語文化と国語の特質に関する事項〕については，次のとおり取り扱うものとする。,7310300200000000
国語,217,(1) 〔伝統的な言語文化と国語の特質に関する事項〕の(1)に示す事項については，次のとおり取り扱うこと。,7310300210000000
国語,218,ア　知識をまとめて指導したり，繰り返して指導したりすることが必要なものについては，特にそれだけを取り上げて学習させることにも配慮すること。,7310300211000000
国語,219,イ　言葉の特徴やきまりに関する事項については，日常の言語活動を振り返り，言葉の特徴やきまりについて気付かせ，言語生活の向上に役立てることを重視すること。,7310300212000000
国語,220,(2) 〔伝統的な言語文化と国語の特質に関する事項〕の(2)に示す事項については，次のとおり取り扱うこと。,7310300220000000
国語,221,ア　文字を正しく整えて速く書くことができるようにするとともに，書写の能力を学習や生活に役立てる態度を育てるよう配慮すること。,7310300221000000
国語,222,イ　硬筆及び毛筆を使用する書写の指導は各学年で行い，毛筆を使用する書写の指導は硬筆による書写の能力の基礎を養うようにすること。,7310300222000000
国語,223,ウ　書写の指導に配当する授業時数は，第１学年及び第２学年では年間20単位時間程度，第３学年では年間10単位時間程度とすること。,7310300223000000
国語,224,３　教材については，次の事項に留意するものとする。,7310300300000000
国語,225,(1) 教材は，話すこと・聞くことの能力，書くことの能力，読むことの能力などを偏りなく養うことや読書に親しむ態度の育成をねらいとし，生徒の発達の段階に即して適切な話題や題材を精選して調和的に取り上げること。また，第２の各学年の内容の「Ａ話すこと・聞くこと」，「Ｂ書くこと」及び「Ｃ読むこと」のそれぞれの(2)に掲げる言語活動が十分行われるよう教材を選定すること。,7310300310000000
