学校種別,設置区分,区市町村,学校名,学校名（ふりがな）,郵便番号,所在地,電話番号,デフォルト宛名,用途タグ
幼稚園,公立,杉並区,杉並区立堀ノ内子供園幼稚園,すぎなみくりつほりのうちこどもえん,166-0013,東京都杉並区堀ノ内1-9-26,03-3313-3437,杉並区立堀ノ内子供園幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,杉並区,杉並区立西荻北子供園幼稚園,すぎなみくりつにしおぎきたこどもえん,167-0042,東京都杉並区西荻北1-19-22,03-3399-0848,杉並区立西荻北子供園幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,豊島区,豊島区立西巣鴨幼稚園,toshimaくりつにしすがもようちえん,170-0001,東京都豊島区西巣鴨2-14-11,03-3915-8131,豊島区立西巣鴨幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,豊島区,豊島区立南長崎幼稚園,toshimaくりつみなみながさきようちえん,171-0052,東京都豊島区南長崎4-12-7,03-3950-2861,豊島区立南長崎幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,豊島区,豊島区立池袋幼稚園,toshimaくりついけぶくろようちえん,171-0014,東京都豊島区池袋3-30-22,03-3986-8233,豊島区立池袋幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,北区,北区立たきさん幼稚園,きたくりつたきさんようちえん,114-0023,東京都北区滝野川1-12-27,(休園中）,北区立たきさん幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,北区,北区立うめのきなかよしこども園,きたくりつうめのきなかよしこどもえん,115-0056,東京都北区西が丘2-21-15,03-3906-7643,北区立うめのきなかよしこども園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,北区,北区立ふくろ幼稚園,きたくりつふくろようちえん,115-0052,東京都北区赤羽北2-15-1-114,(休園中),北区立ふくろ幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,北区,北区立さくらだこども園,きたくりつさくらだこどもえん,114-0002,東京都北区王子5-2-6-103,03-3914-8486,北区立さくらだこども園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,荒川区,荒川区立南千住第二幼稚園,あらかわくりつみなみせんじゅだいにようちえん,116-0003,東京都荒川区南千住8-2-1,03-3891-5701,荒川区立南千住第二幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,荒川区,荒川区立町屋幼稚園,あらかわくりつまちやようちえん,116-0001,東京都荒川区町屋8-19-12,03-3895-3571,荒川区立町屋幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,荒川区,荒川区立日暮里幼稚園,あらかわくりつにっぽりようちえん,116-0014,東京都荒川区東日暮里6-49-21,03-3807-1515,荒川区立日暮里幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,荒川区,荒川区立尾久第二幼稚園,あらかわくりつおぐだいにようちえん,116-0011,東京都荒川区西尾久8-26-9,03-3800-1655,荒川区立尾久第二幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,荒川区,荒川区立花の木幼稚園,あらかわくりつはなのきようちえん,116-0002,東京都荒川区荒川5-41-4,03-3892-8292,荒川区立花の木幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,荒川区,荒川区立汐入こども園,あらかわくりつしおいりこどもえん,116-0003,東京都荒川区南千住8-9-3,03-3801-7285,荒川区立汐入こども園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,板橋区,板橋区立高島幼稚園,いたばしくりつたかしまようちえん,175-0082,東京都板橋区高島平2-18-1,03-3934-5848,板橋区立高島幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,練馬区,練馬区立北大泉幼稚園,ねりまくりつきたおおいずみようちえん,178-0062,東京都練馬区大泉町2-46-6,03-3925-6092,練馬区立北大泉幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,練馬区,練馬区立光が丘むらさき幼稚園,ねりまくりつひかりがおかむらさきようちえん,179-0072,東京都練馬区光が丘3-3-5-101,03-3976-7221,練馬区立光が丘むらさき幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,練馬区,練馬区立光が丘さくら幼稚園,ねりまくりつひかりがおかさくらようちえん,179-0072,東京都練馬区光が丘2-4-8-101,03-3976-2562,練馬区立光が丘さくら幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,葛飾区,葛飾区立北住吉幼稚園,かつしかくりつきたすみよしようちえん,125-0052,東京都葛飾区柴又2-1-10,03-3600-8330,葛飾区立北住吉幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,江戸川区,江戸川区立船堀幼稚園,えどがわくりつふなぼりようちえん,134-0091,東京都江戸川区船堀6-11-39,03-3675-1131,江戸川区立船堀幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,日野市,日野市立第二幼稚園,ひのしりつだいにようちえん,191-0043,東京都日野市平山4-5-4,042-591-4125,日野市立第二幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,日野市,日野市立第四幼稚園,ひのしりつだいよんようちえん,191-0021,東京都日野市石田431-6,042-583-3903,日野市立第四幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
幼稚園,公立,日野市,日野市立第七幼稚園,ひのしりつだいななようちえん,191-0065,東京都日野市旭が丘2-42,042-586-3770,日野市立第七幼稚園 御中,"宛名印刷,幼少連携,就学前連携"
小学校,公立,千代田区,千代田区立麹町小学校,ちよだくりつこうじまちしょうがっこう,102-0083,東京都千代田区麹町2-8,03-3263-7337,千代田区立麹町小学校 御中,宛名印刷
小学校,公立,千代田区,千代田区立九段小学校,ちよだくりつくだんしょうがっこう,102-0075,東京都千代田区三番町16,03-3263-0564,千代田区立九段小学校 御中,宛名印刷
小学校,公立,千代田区,千代田区立番町小学校,ちよだくりつばんちょうしょうがっこう,102-0085,東京都千代田区六番町8,03-3263-3721,千代田区立番町小学校 御中,宛名印刷
小学校,公立,千代田区,千代田区立富士見小学校,ちよだくりつふじみしょうがっこう,102-0071,東京都千代田区富士見1-10-3,03-3263-1006,千代田区立富士見小学校 御中,宛名印刷
小学校,公立,千代田区,千代田区立お茶の水小学校,ちよだくりつおちゃのみずしょうがっこう,101-0064,東京都千代田区神田猿楽町1-1-1,03-3292-0414,千代田区立お茶の水小学校 御中,宛名印刷
小学校,公立,千代田区,千代田区立千代田小学校,ちよだくりつちよだしょうがっこう,101-0048,東京都千代田区神田司町2-16,03-3256-6768,千代田区立千代田小学校 御中,宛名印刷
小学校,公立,千代田区,千代田区立昌平小学校,ちよだくりつしょうへいしょうがっこう,101-0021,東京都千代田区外神田3-4-7,03-3251-0448,千代田区立昌平小学校 御中,宛名印刷
小学校,公立,千代田区,千代田区立和泉小学校,ちよだくりついずみしょうがっこう,101-0024,東京都千代田区神田和泉町1,03-3866-3939,千代田区立和泉小学校 御中,宛名印刷
小学校,公立,中央区,中央区立城東小学校,ちゅうおうくりつじょうとうしょうがっこう,104-0028,東京都中央区八重洲2-2-1,03-3272-1611,中央区立城東小学校 御中,宛名印刷
小学校,公立,中央区,中央区立泰明小学校,ちゅうおうくりつたいめいしょうがっこう,104-0061,東京都中央区銀座5-1-13,03-3571-1765,中央区立泰明小学校 御中,宛名印刷
小学校,公立,中央区,中央区立明石小学校,ちゅうおうくりつあかししょうがっこう,104-0044,東京都中央区明石町1-15,03-3541-8335,中央区立明石小学校 御中,宛名印刷
小学校,公立,中央区,中央区立明正小学校,ちゅうおうくりつめいしょうしょうがっこう,104-0033,東京都中央区新川2-13-4,03-3551-5812,中央区立明正小学校 御中,宛名印刷
小学校,公立,中央区,中央区立常盤小学校,ちゅうおうくりつときわしょうがっこう,103-0021,東京都中央区日本橋本石町4-4-26,03-3241-1910,中央区立常盤小学校 御中,宛名印刷
小学校,公立,中央区,中央区立有馬小学校,ちゅうおうくりつありましょうがっこう,103-0014,東京都中央区日本橋蛎殻町2-10-23,03-3666-5702,中央区立有馬小学校 御中,宛名印刷
小学校,公立,中央区,中央区立久松小学校,ちゅうおうくりつひさまつしょうがっこう,103-0005,東京都中央区日本橋久松町7-2,03-3661-6016,中央区立久松小学校 御中,宛名印刷
小学校,公立,中央区,中央区立阪本小学校,ちゅうおうくりつさかもとしょうがっこう,103-0026,東京都中央区日本橋兜町15-18,03-3666-0044,中央区立阪本小学校 御中,宛名印刷
小学校,公立,中央区,中央区立佃島小学校,ちゅうおうくりつつくだじましょうがっこう,104-0051,東京都中央区佃2-3-1,03-3531-7208,中央区立佃島小学校 御中,宛名印刷
小学校,公立,中央区,中央区立月島第一小学校,ちゅうおうくりつつきしまだいいちしょうがっこう,104-0052,東京都中央区月島4-15-1,03-3531-7285,中央区立月島第一小学校 御中,宛名印刷
小学校,公立,中央区,中央区立月島第二小学校,ちゅうおうくりつつきしまだいにしょうがっこう,104-0054,東京都中央区勝どき1-12-2,03-3531-7268,中央区立月島第二小学校 御中,宛名印刷
小学校,公立,中央区,中央区立月島第三小学校,ちゅうおうくりつつきしまだいさんしょうがっこう,104-0053,東京都中央区晴海1-4-1,03-3531-7225,中央区立月島第三小学校 御中,宛名印刷
小学校,公立,中央区,中央区立豊海小学校,ちゅうおうくりつとよみしょうがっこう,104-0055,東京都中央区豊海町3-1,03-3534-1251,中央区立豊海小学校 御中,宛名印刷
小学校,公立,中央区,中央区立日本橋小学校,ちゅうおうくりつにほんばししょうがっこう,103-0013,東京都中央区日本橋人形町1-1-17,03-3668-2360,中央区立日本橋小学校 御中,宛名印刷
小学校,公立,中央区,中央区立京橋築地小学校,ちゅうおうくりつきょうばしつきじしょうがっこう,104-0045,東京都中央区築地2-13-1,03-3541-0642,中央区立京橋築地小学校 御中,宛名印刷
小学校,公立,中央区,中央区立中央小学校,ちゅうおうくりつちゅうおうしょうがっこう,104-0043,東京都中央区湊1-4-1,03-3551-0565,中央区立中央小学校 御中,宛名印刷
小学校,公立,中央区,中央区立晴海西小学校,ちゅうおうくりつはるみにししょうがっこう,104-0053,東京都中央区晴海5-3-5,03-5560-1640,中央区立晴海西小学校 御中,宛名印刷
小学校,公立,港区,港区立芝小学校,みなとくりつしばしょうがっこう,105-0014,東京都港区芝2-21-3,03-3456-3072,港区立芝小学校 御中,宛名印刷
小学校,公立,港区,港区立赤羽小学校,みなとくりつあかばねしょうがっこう,108-0073,東京都港区三田2-6-2,03-3451-1988,港区立赤羽小学校 御中,宛名印刷
小学校,公立,港区,港区立芝浦小学校,みなとくりつしばうらしょうがっこう,108-0023,東京都港区芝浦4-8-18,03-3451-4992,港区立芝浦小学校 御中,宛名印刷
小学校,公立,港区,港区立高輪台小学校,みなとくりつたかなわだいしょうがっこう,108-0074,東京都港区高輪2-8-24,03-5447-0616,港区立高輪台小学校 御中,宛名印刷
小学校,公立,港区,港区立白金小学校,みなとくりつしろかねしょうがっこう,108-0071,東京都港区白金台1-4-26,03-3441-5407,港区立白金小学校 御中,宛名印刷
小学校,公立,港区,港区立港南小学校,みなとくりつこうなんしょうがっこう,108-0075,東京都港区港南4-3-28,03-3474-1501,港区立港南小学校 御中,宛名印刷
小学校,公立,港区,港区立麻布小学校,みなとくりつあざぶしょうがっこう,106-0041,東京都港区麻布台1-5-15,03-3583-0014,港区立麻布小学校 御中,宛名印刷
小学校,公立,港区,港区立南山小学校,みなとくりつなんざんしょうがっこう,106-0046,東京都港区元麻布3-8-15,03-3403-5773,港区立南山小学校 御中,宛名印刷
小学校,公立,港区,港区立本村小学校,みなとくりつほんむらしょうがっこう,106-0047,東京都港区南麻布3-9-33,03-3473-1462,港区立本村小学校 御中,宛名印刷
小学校,公立,港区,港区立笄小学校,みなとくりつこうがいしょうがっこう,106-0031,東京都港区西麻布3-11-16,03-3404-1530,港区立笄小学校 御中,宛名印刷
小学校,公立,港区,港区立東町小学校,みなとくりつひがしまちしょうがっこう,106-0047,東京都港区南麻布1-8-11,03-3451-7726,港区立東町小学校 御中,宛名印刷
小学校,公立,港区,港区立青山小学校,みなとくりつあおやましょうがっこう,107-0062,東京都港区南青山2-21-2,03-3403-5588,港区立青山小学校 御中,宛名印刷
小学校,公立,港区,港区立青南小学校,みなとくりつせいなんしょうがっこう,107-0062,東京都港区南青山4-21-15,03-3404-8608,港区立青南小学校 御中,宛名印刷
小学校,公立,港区,港区立御成門小学校,みなとくりつおなりもんしょうがっこう,105-0011,東京都港区芝公園3-2-4,03-3431-2766,港区立御成門小学校 御中,宛名印刷
